id        ; landlord_id; category               ; title                                                                           ; body                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; amenities                                                                                                                                                                               ; bathrooms; bedrooms; currency; fee; photo; pets_allowed; price; price_display      ; price_type    ; square_feet; address                                                                     ; cityname              ; state; latitude; longitude; source           ; time
5668626548; 1; housing/rent/apartment ; Studio apartment Arkansas Ave NW, Varnum St NW, Washington                      ; This unit is located at Arkansas Ave NW, Varnum St NW, Washington, Washington, 20011, DCMonthly rental rates range from $840 - $890We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; null                                                                                                                                                                                    ; null     ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/44627226/0e72c75c_original.jpg; None        ;   840; $840               ; Monthly       ;         150; null                                                                        ; Washington            ; DC   ; 38.9118 ; -77.0132 ; RentLingo        ; 1577359381
5664598162; 1; housing/rent/apartment ; Studio apartment 2326 N 6th Avenue                                              ; This unit is located at 2326 N sixth Avenue, Tucson, 85705, AZMonthly rental rates range from $465 - $1795We have studio - 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; null                                                                                                                                                                                    ; null     ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/46a7ed36-c892-4918-9e29-d1eb24ea83a7.jpg; Cats,Dogs   ;  1795; $1,795             ; Monthly       ;         156; 2326 N 6th Ave                                                              ; Tucson                ; AZ   ; 32.2264 ; -110.9438; RentLingo        ; 1577017148
5668626900; 1; housing/rent/apartment ; Studio apartment Salem Ln NW, 45th St NW, Washington                            ; This unit is located at Salem Ln NW, 45th St NW, Washington, Washington, 20007, DCMonthly rental rates range from $1090We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                                                                                                                                                                                    ; null     ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/408eb58e-caa7-4021-9a9e-dfa49e849052.jpg; None        ;  1090; $1,090             ; Monthly       ;         178; null                                                                        ; Washington            ; DC   ; 38.9118 ; -77.0132 ; RentLingo        ; 1577359415
5664571820; 2; housing/rent/apartment ; Studio apartment 57 Taylor Street                                               ; This unit is located at 57 Taylor Street, San Francisco, 94102, CAMonthly rental rates range from $1695We have studio units available for rent Apartment available amenities:-- Hard wood floors- Public Transportation- Freezer- Living Room- Range / Oven- Bath Bath-tub- On-Site Laundry- Refrigerator                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; Refrigerator                                                                                                                                                                            ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/587a968a-33ad-40ef-9fa5-c456a03d39ed.jpg; None        ;  1695; $1,695             ; Monthly       ;         190; 57 Taylor St                                                                ; San Francisco         ; CA   ; 37.7599 ; -122.4379; RentLingo        ; 1577015121
5659276240; 2; housing/rent/apartment ; Studio Cottage 214                                                              ; New Bern Studio includes : 1 beds, 1 microwave, 1 mini fridge and a bath room. Cottages have linens, as well as towels. We have an indoor pool/spa, fitness, game, theater room and a catch and release pond! We are nestled away in the country but only ten min from downtown New Bern, the Neuse River, Trent River and only 1 hour from 3 different beaches. Rates are: $80.00 per night or $390.00 per week. Pets welcome for additional $10 per pet, per night and refundable $100 deposit. A-c, Alarm, Balcony, Deck, Patio or Porch, Cable Ready, Ceiling Fan(s), Microwave, Paid Utilities, Broadband internet Available, Disability access, Spa or Pool, Pool(s), Fitness center, Basketball Court(s), Smaller dogs allowed, Large Dogs , Cats allowed                                                                                                                                                                                                                                                                                                    ; AC,Basketball,Cable or Satellite,Gym,Internet Access,Patio/Deck,Pool,Refrigerator                                                                                                       ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/400bbd55-4564-4cd8-bfef-d983f561e756.jpg; Cats,Dogs   ;  1560; $1,560 Weekly      ; Weekly        ;         200; null                                                                        ; New Bern              ; NC   ; 35.0847 ; -77.0609 ; ListedBuy        ; 1576618076
5654898031; 2; housing/rent/apartment ; Studio Cottage 214                                                              ; New Bern Studio includes : 1 bedrooms, 1 microwave, one mini fridge and a bath room. Cottages have linens, as well as towels. We have an indoor pool/spa, fitness, game, theater room and a catch and release pond! We are nestled away in the country but only ten minimum from downtown New Bern, the Neuse River, Trent River and only one hour from three different beaches. Rates are: $80.00 per night or $390.00 per week. Pets welcome for additional $10 per pet, per night and refundable $100 deposit. Ac, Alarm, Balcony, Deck, Patio or Porch, Cable Ready, Ceiling Fan(s), Microwave, Paid Utilities, Highspeed internet Available, Handicapped access, Spa or Pool, Pool(s), Fitness facilities, Basketball Court(s), Small breed dogs accepted, Large Dogs , Cats allowed                                                                                                                                                                                                                                                                           ; AC,Basketball,Cable or Satellite,Gym,Internet Access,Patio/Deck,Pool,Refrigerator                                                                                                       ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/0735ebcd-6274-4f4a-b15c-357ddcb95b18.jpg; Cats,Dogs   ;  1560; $1,560             ; Monthly       ;         200; 180 Moonlight Lake Drive                                                    ; New Bern              ; NC   ; 35.0960 ; -77.0272 ; RentDigs.com     ; 1576406273
5664574876; 2; housing/rent/apartment ; One BR Spring Ridge Dr                                                          ; This unit is located at Spring Ridge Dr, Spring, 77386, TXMonthly rental rates range from $1000We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/e929370a-c3d6-4049-9287-09bb36da890e.jpg; None        ;  1000; $1,000             ; Monthly       ;         200; null                                                                        ; Spring                ; TX   ; 30.0871 ; -95.4685 ; RentLingo        ; 1577015327
5668633573; 2; housing/rent/apartment ; Studio apartment 545 Georgia street 717-723 Sutter Street                       ; This unit is located at 545 Georgia street 717-723 Sutter Street, Vallejo, 94590, CAMonthly rental rates range from $950 - $1230We have studio - 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/e25ebfcc-2bec-4910-b2be-0155251af493.jpg; None        ;   950; $950               ; Monthly       ;         200; 545 Georgia St 717-723 Sutter St                                            ; Vallejo               ; CA   ; 38.1172 ; -122.2313; RentLingo        ; 1577359918
5668624220; 2; housing/rent/apartment ; One BR Falcon Wood Dr                                                           ; This unit is located at Falcon Wood Dr, Marietta, 30066, GAMonthly rental rates range from $625We have 1 beds units available for rent Apartment features include:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/63864f6a-3bcc-4c13-8fe0-e7ea9f02b01d.jpg; None        ;   625; $625               ; Monthly       ;         200; null                                                                        ; Marietta              ; GA   ; 33.9649 ; -84.5107 ; RentLingo        ; 1577359224
5653564493; 2; housing/rent/apartment ; One BR Branthurst Dr                                                            ; This unit is located at Branthurst Dr, Charlotte, 28269, NCMonthly rental rates range from $600We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/4f44429e-bd8d-4c68-915e-44b87de774eb.jpg; None        ;   600; $600               ; Monthly       ;         200; null                                                                        ; Charlotte             ; NC   ; 35.2016 ; -80.8124 ; RentLingo        ; 1576322215
5668622178; 2; housing/rent/apartment ; One BR 501 Chapel Drive                                                         ; This unit is located at 501 Chapel Drive, Tallahassee, 32304, FLMonthly rental rates range from $544We have 1 beds units available for rent Apartment features include:-- Sheltered parking- Heat Included- Controlled Access- Fitness facilities- Furnished- Internet Included- On Bus Line- Handicapped access                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; Cable or Satellite,Clubhouse,Elevator,Internet Access,Parking,Pool,Refrigerator                                                                                                         ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/544c3b58-e3da-4cea-9225-946c65032e8c.jpg; None        ;   544; $544               ; Monthly       ;         200; 501 Chapel Dr                                                               ; Tallahassee           ; FL   ; 30.4601 ; -84.2714 ; RentLingo        ; 1577359108
5664567303; 2; housing/rent/apartment ; One BR Leeward Ct                                                               ; This unit is located at Leeward Ct, Fleming Island, 32003, FLMonthly rental rates range from $525We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/fd849090-1271-4243-abfb-f07273259981.jpg; None        ;   525; $525               ; Monthly       ;         200; null                                                                        ; null                  ; null ; null    ; null     ; RentLingo        ; 1577014825
5664577209; 2; housing/rent/apartment ; One BR Union Hills                                                              ; This unit is located at Union Hills, Phoenix, 85027, AZMonthly rental rates range from $450We have 1 beds units available for rent Apartment available amenities:-- Furnished- Pool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/5232bdb8-fe7e-4ae9-8e9f-0937ac4247f1.jpg; None        ;   450; $450               ; Monthly       ;         200; null                                                                        ; Phoenix               ; AZ   ; 33.5178 ; -112.0848; RentLingo        ; 1577015539
5664574105; 3; housing/rent/apartment ; One BR Herons Path Pl                                                           ; This unit is located at Herons Path Pl, Riverview, 33578, FLMonthly rental rates range from $750We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/3b691b03-23e2-4beb-8130-ff053bf287f7.jpg; None        ;   750; $750               ; Monthly       ;         215; null                                                                        ; Riverview             ; FL   ; 27.8492 ; -82.3155 ; RentLingo        ; 1577015260
5668624126; 3; housing/rent/apartment ; One BR S. Pond Court                                                            ; This unit is located at S. Pond Court, Lafayette, 94549, ALMonthly rental rates range from $2000We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/45ed6c37-d675-4cf5-b59f-d539d6c27362.jpg; None        ;  2000; $2,000             ; Monthly       ;         219; null                                                                        ; Lafayette             ; AL   ; 32.8956 ; -85.4351 ; RentLingo        ; 1577359217
5668624017; 3; housing/rent/apartment ; One BR Arballo Dr 12d                                                           ; This unit is located at Arballo Dr 12d, San Francisco, 94132, CAMonthly rental rates range from $1400We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/c6cd6cb0-9a4c-4ffc-9368-3a2557ae724e.jpg; None        ;  1400; $1,400             ; Monthly       ;         219; null                                                                        ; San Francisco         ; CA   ; 37.7599 ; -122.4379; RentLingo        ; 1577359209
5668624367; 3; housing/rent/apartment ; One BR Elias Way                                                                ; This unit is located at Elias Way, Glen Burnie, 21060, MDMonthly rental rates range from $1095We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/34987877-835a-46b8-b254-6eb96856cfbf.jpg; None        ;  1095; $1,095             ; Monthly       ;         219; null                                                                        ; Glen Burnie           ; MD   ; 39.1634 ; -76.6165 ; RentLingo        ; 1577359234
5664570217; 3; housing/rent/apartment ; One BR W. Ken Caryl Place #d                                                    ; This unit is located at W. Ken Caryl Place #d, Littleton, 80128, COMonthly rental rates range from $915We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/50db4533-7629-47e1-a980-4480d639a290.jpg; None        ;   915; $915               ; Monthly       ;         219; null                                                                        ; Littleton             ; CO   ; 39.5816 ; -105.0387; RentLingo        ; 1577015007
5664574791; 3; housing/rent/apartment ; One BR Skipjack Ct                                                              ; This unit is located at Skipjack Ct, Waldorf, 20603, MDMonthly rental rates range from $900We have 1 beds units available for rent Apartment available amenities:-- Pool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/b4b0d866-5a55-45c2-89e7-725b0ef34e8c.jpg; None        ;   900; $900               ; Monthly       ;         219; null                                                                        ; Waldorf               ; MD   ; 38.6210 ; -76.9225 ; RentLingo        ; 1577015319
5664573949; 3; housing/rent/apartment ; One BR Windmill Cove Dr                                                         ; This unit is located at Windmill Cove Dr, Riverview, 33569, FLMonthly rental rates range from $865We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/prohost-api/Hosting-48124042/original/a5a186cc-b504-40d3-9cbb-d37150253ac3.jpeg; None        ;   865; $865               ; Monthly       ;         219; null                                                                        ; Riverview             ; FL   ; 27.8492 ; -82.3155 ; RentLingo        ; 1577015248
5668619369; 3; housing/rent/apartment ; One BR Mullica Way                                                              ; This unit is located at Mullica Way, Devonshire, 8215, ALMonthly rental rates range from $750We have 1 beds units available for rent Apartment features include:-- Pool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/ea630156-8a9a-43d2-abe6-e64110269ba1.jpg; None        ;   750; $750               ; Monthly       ;         219; null                                                                        ; null                  ; null ; null    ; null     ; RentLingo        ; 1577358921
5664570058; 3; housing/rent/apartment ; One BR East Bates Circle                                                        ; This unit is located at East Bates Circle, Aurora, 80014, COMonthly rental rates range from $725We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/36719a50-f474-40fe-8854-36c371aa743b.jpg; None        ;   725; $725               ; Monthly       ;         219; null                                                                        ; Aurora                ; CO   ; 39.6828 ; -104.8078; RentLingo        ; 1577014995
5668624549; 3; housing/rent/apartment ; One BR Ginger Ct                                                                ; This unit is located at Ginger Ct, Manassas, 20112, VAMonthly rental rates range from $650We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/98debfe5-9f2b-486a-a51d-8e4c0b299c3d.jpg; None        ;   650; $650               ; Monthly       ;         219; null                                                                        ; Manassas              ; VA   ; 38.7418 ; -77.4684 ; RentLingo        ; 1577359248
5664572906; 4; housing/rent/apartment ; One BR Line St                                                                  ; This unit is located at Line St, Decatur, 30032, GAMonthly rental rates range from $650We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/b3fc42f3-6e5e-4704-9d0f-8ceee5d32046.jpg; None        ;   650; $650               ; Monthly       ;         219; null                                                                        ; Decatur               ; GA   ; 33.7416 ; -84.2614 ; RentLingo        ; 1577015182
5668624370; 4; housing/rent/apartment ; One BR W Fern St                                                                ; This unit is located at W Fern St, Tampa, 33604, FLMonthly rental rates range from $645We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/2ffce319-e150-447c-8a00-7bf075ff3c97.jpg; None        ;   645; $645               ; Monthly       ;         219; null                                                                        ; Tampa                 ; FL   ; 28.0076 ; -82.4792 ; RentLingo        ; 1577359235
5668625590; 4; housing/rent/apartment ; One BR Freeway Place Northeast                                                  ; This unit is located at Freeway Place Northeast, Albuquerque, 87123, NMMonthly rental rates range from $595We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE0MjgzMjAxMTY5MjEyMDIxMw%3D%3D/original/46d47488-a1a4-4c38-8530-4254d9dc26aa.png; None        ;   595; $595               ; Monthly       ;         219; null                                                                        ; Albuquerque           ; NM   ; 35.1038 ; -106.6110; RentLingo        ; 1577359326
5664573404; 4; housing/rent/apartment ; One BR New Providence Dr Apartment 90                                           ; This unit is located at New Providence Dr Apartment 90, Falls Church, 22042, ALMonthly rental rates range from $750We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-703551649845095095/original/2043c7a0-d76c-40c8-af57-5bbdb7063f88.jpeg; None        ;   750; $750               ; Monthly       ;         220; null                                                                        ; null                  ; null ; null    ; null     ; RentLingo        ; 1577015212
5668634310; 4; housing/rent/apartment ; Studio apartment 6921 Roosevelt Way NE                                          ; This unit is located at 6921 Roosevelt Way NE, Seattle, 98115, WAMonthly rental rates range from $1195We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; null                                                                                                                                                                                    ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-846586211673806912/original/fdbe5440-57bc-4ab9-a5ee-b07b5b3e199e.jpeg; Cats,Dogs   ;  1195; $1,195             ; Monthly       ;         223; 6921 Roosevelt Way NE                                                       ; Seattle               ; WA   ; 47.6160 ; -122.3275; RentLingo        ; 1577359975
5668640879; 5; housing/rent/apartment ; Studio apartment 714 N. 95th St.                                                ; This unit is located at 714 N. 95th St., Seattle, 98103, WAMonthly rental rates range from $1150We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; null                                                                                                                                                                                    ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-1142828940864329671/original/6b68aa39-ea84-4aea-9d4f-f210a91b406d.jpeg; None        ;  1150; $1,150             ; Monthly       ;         225; 714 N 95th St                                                               ; Seattle               ; WA   ; 47.6160 ; -122.3275; RentLingo        ; 1577360412
